ASCII SAMPLE CYCLES :			21082026  zz20 monoliths 1st.mdc
DATE :	21/08/2026	TIME :	12:05:33
CONVERTED CYCLES :			9750
Number of stored cycles			9750
Printed start cycle			1
Printed end cycle			9750
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	14.13	min:	1.68131E-010	max:	3.40415E-010	
'0/1'	16.13	min:	-5.87995E-013	max:	9.41275E-011	
'0/2'	18.16	min:	2.43818E-012	max:	2.42057E-011	
'0/3'	28.19	min:	2.87695E-009	max:	4.88846E-009	
'0/4'	32.22	min:	-6.73765E-013	max:	1.83888E-013	
'0/5'	40.22	min:	-8.66422E-013	max:	-5.88922E-013	
'0/6'	44.28	min:	-9.21663E-013	max:	1.14578E-009	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	'0/4'	'0/5'	'0/6'	
5614	21/08/2026	13:22:00:25	4587.26	3.23787E-010	-5.31828E-013	1.32299E-011	4.50123E-009	-2.12435E-013	-6.87725E-013	-6.27109E-013	
5615	21/08/2026	13:22:01:05	4588.06	3.2375E-010	-5.15886E-013	1.32521E-011	4.50157E-009	-2.26894E-013	-7.11985E-013	-6.53987E-013	
5616	21/08/2026	13:22:01:85	4588.86	3.23768E-010	-4.89564E-013	1.3228E-011	4.50135E-009	-1.95468E-013	-7.0033E-013	-6.44719E-013	
5617	21/08/2026	13:22:02:66	4589.67	3.23898E-010	-4.71397E-013	1.32206E-011	4.50177E-009	-1.86732E-013	-6.88652E-013	-6.55656E-013	
5618	21/08/2026	13:22:03:46	4590.47	3.23739E-010	-5.21447E-013	1.32466E-011	4.50265E-009	-2.06132E-013	-6.80495E-013	-6.54173E-013	
5619	21/08/2026	13:22:04:28	4591.29	3.23861E-010	-4.74178E-013	1.32205E-011	4.50414E-009	-2.19849E-013	-6.96623E-013	-6.39158E-013	
5620	21/08/2026	13:22:05:08	4592.09	3.23682E-010	-5.09027E-013	1.32132E-011	4.50395E-009	-2.0657E-013	-6.47193E-013	-6.50836E-013	
5621	21/08/2026	13:22:05:89	4592.9	3.2375E-010	-5.22745E-013	1.32577E-011	4.50214E-009	-1.88707E-013	-7.10155E-013	-6.3545E-013	
5622	21/08/2026	13:22:06:70	4593.71	3.23814E-010	-5.16442E-013	1.32241E-011	4.50321E-009	-1.55246E-013	-7.08486E-013	-6.94583E-013	
5623	21/08/2026	13:22:07:51	4594.52	3.23898E-010	-4.75475E-013	1.32187E-011	4.50413E-009	-2.31899E-013	-7.00155E-013	-6.20435E-013	
5624	21/08/2026	13:22:08:31	4595.32	3.23724E-010	-5.01613E-013	1.3226E-011	4.50323E-009	-1.97652E-013	-6.72154E-013	-6.48426E-013	
5625	21/08/2026	13:22:09:12	4596.13	3.23731E-010	-4.95866E-013	1.31891E-011	4.50325E-009	-1.91828E-013	-7.35365E-013	-6.34709E-013	
5626	21/08/2026	13:22:09:92	4596.93	3.23824E-010	-4.78071E-013	1.32558E-011	4.50272E-009	-2.06317E-013	-7.11081E-013	-6.42124E-013	
5627	21/08/2026	13:22:10:72	4597.73	3.23768E-010	-5.19038E-013	1.3217E-011	4.50359E-009	-2.01683E-013	-6.68446E-013	-6.50465E-013	
5628	21/08/2026	13:22:11:52	4598.53	3.23768E-010	-5.03466E-013	1.32021E-011	4.50205E-009	-2.02202E-013	-7.0274E-013	-6.55656E-013	
5629	21/08/2026	13:22:12:33	4599.33	3.23739E-010	-5.04393E-013	1.31984E-011	4.50321E-009	-1.8382E-013	-7.06633E-013	-6.46758E-013	
5630	21/08/2026	13:22:13:13	4600.13	3.23842E-010	-5.14589E-013	1.32329E-011	4.50141E-009	-1.96678E-013	-7.23501E-013	-6.54173E-013	
5631	21/08/2026	13:22:13:94	4600.94	3.23694E-010	-5.26082E-013	1.32077E-011	4.50247E-009	-2.15957E-013	-7.09784E-013	-6.38231E-013	
5632	21/08/2026	13:22:14:75	4601.75	3.23731E-010	-4.86412E-013	1.31891E-011	4.50328E-009	-2.0261E-013	-7.05891E-013	-6.58065E-013	
5633	21/08/2026	13:22:15:55	4602.55	3.23768E-010	-4.84188E-013	1.32002E-011	4.50305E-009	-1.82961E-013	-6.71217E-013	-6.48831E-013	
5634	21/08/2026	13:22:16:35	4603.35	3.23898E-010	-4.57309E-013	1.31987E-011	4.50236E-009	-1.69429E-013	-6.59734E-013	-6.38787E-013	
5635	21/08/2026	13:22:17:15	4604.15	3.23842E-010	-4.78442E-013	1.31724E-011	4.50323E-009	-1.76102E-013	-6.76417E-013	-6.56839E-013	
5636	21/08/2026	13:22:17:96	4604.96	3.23676E-010	-5.03281E-013	1.32114E-011	4.50323E-009	-2.04093E-013	-6.82534E-013	-6.69744E-013	
5637	21/08/2026	13:22:18:76	4605.76	3.23805E-010	-5.12735E-013	1.32188E-011	4.50323E-009	-2.00571E-013	-6.84685E-013	-6.67149E-013	
5638	21/08/2026	13:22:19:56	4606.56	3.23898E-010	-4.93271E-013	1.31836E-011	4.50272E-009	-2.1112E-013	-6.77344E-013	-6.39714E-013	
5639	21/08/2026	13:22:20:36	4607.36	3.23768E-010	-4.89564E-013	1.31868E-011	4.5025E-009	-1.87039E-013	-6.69744E-013	-6.61773E-013	
5640	21/08/2026	13:22:21:16	4608.16	3.23787E-010	-4.86783E-013	1.32114E-011	4.50302E-009	-1.56453E-013	-6.84503E-013	-6.47129E-013	
5641	21/08/2026	13:22:21:96	4608.96	3.2372E-010	-4.77515E-013	1.31836E-011	4.50232E-009	-2.27136E-013	-7.08301E-013	-6.46758E-013	
5642	21/08/2026	13:22:22:77	4609.77	3.23787E-010	-5.06803E-013	1.32369E-011	4.50236E-009	-2.05205E-013	-6.74193E-013	-6.34894E-013	
5643	21/08/2026	13:22:23:57	4610.57	3.23676E-010	-5.00501E-013	1.31761E-011	4.50224E-009	-2.07244E-013	-6.89764E-013	-6.22474E-013	
5644	21/08/2026	13:22:24:37	4611.37	3.23805E-010	-4.91973E-013	1.31724E-011	4.5029E-009	-1.77585E-013	-6.84017E-013	-6.65851E-013	
5645	21/08/2026	13:22:25:18	4612.18	3.23805E-010	-4.89749E-013	1.31836E-011	4.50243E-009	-1.5925E-013	-6.73637E-013	-6.34709E-013	
5646	21/08/2026	13:22:25:98	4612.98	3.23713E-010	-4.85485E-013	1.31965E-011	4.50228E-009	-2.12805E-013	-6.83646E-013	-6.37304E-013	
5647	21/08/2026	13:22:26:79	4613.79	3.23954E-010	-4.61943E-013	1.31849E-011	4.50376E-009	-1.72765E-013	-7.0552E-013	-6.54914E-013	
5648	21/08/2026	13:22:27:60	4614.6	3.23917E-010	-4.89934E-013	1.31446E-011	4.50287E-009	-1.9292E-013	-6.83276E-013	-6.68446E-013	
5649	21/08/2026	13:22:28:40	4615.4	3.23805E-010	-5.37204E-013	1.31932E-011	4.50262E-009	-1.88734E-013	-6.83276E-013	-6.15616E-013	
5650	21/08/2026	13:22:29:20	4616.2	3.23657E-010	-5.04022E-013	1.32005E-011	4.50268E-009	-2.03294E-013	-6.84574E-013	-6.67705E-013	
5651	21/08/2026	13:22:30:01	4617.01	3.23916E-010	-4.90861E-013	1.31465E-011	4.50196E-009	-2.06388E-013	-6.95881E-013	-6.68817E-013	
5652	21/08/2026	13:22:30:81	4617.81	3.23805E-010	-4.86042E-013	1.31717E-011	4.50224E-009	-1.84548E-013	-6.83832E-013	-6.45646E-013	
5653	21/08/2026	13:22:31:61	4618.61	3.23787E-010	-5.06432E-013	1.31761E-011	4.50105E-009	-2.08727E-013	-6.551E-013	-6.26182E-013	
5654	21/08/2026	13:22:32:42	4619.42	3.23787E-010	-4.71026E-013	1.3152E-011	4.50205E-009	-2.01498E-013	-6.99403E-013	-6.59919E-013	
5655	21/08/2026	13:22:33:22	4620.22	3.23787E-010	-5.17925E-013	1.31613E-011	4.50082E-009	-2.22222E-013	-6.72895E-013	-6.68782E-013	
5656	21/08/2026	13:22:34:02	4621.02	3.23778E-010	-5.01798E-013	1.31724E-011	4.50165E-009	-1.93527E-013	-6.79012E-013	-6.4546E-013	
5657	21/08/2026	13:22:34:83	4621.83	3.23991E-010	-5.30531E-013	1.31669E-011	4.50265E-009	-1.92415E-013	-6.68817E-013	-6.52653E-013	
5658	21/08/2026	13:22:35:63	4622.63	3.23942E-010	-4.60461E-013	1.31732E-011	4.50196E-009	-1.9292E-013	-7.0311E-013	-6.37119E-013	
5659	21/08/2026	13:22:36:44	4623.44	3.23879E-010	-5.55185E-013	1.31798E-011	4.50262E-009	-1.79088E-013	-6.627E-013	-6.32299E-013	
5660	21/08/2026	13:22:37:24	4624.24	3.23898E-010	-5.15515E-013	1.31706E-011	4.50209E-009	-2.06874E-013	-6.44827E-013	-6.47129E-013	
5661	21/08/2026	13:22:38:05	4625.05	3.23842E-010	-4.87895E-013	1.31483E-011	4.50287E-009	-1.98347E-013	-6.92174E-013	-6.60475E-013	
5662	21/08/2026	13:22:38:86	4625.86	3.23713E-010	-4.99574E-013	1.31391E-011	4.50376E-009	-1.93466E-013	-6.67149E-013	-6.54729E-013	
5663	21/08/2026	13:22:39:66	4626.66	3.23682E-010	-5.02169E-013	1.31698E-011	4.50302E-009	-1.88893E-013	-6.64553E-013	-6.61588E-013	
5664	21/08/2026	13:22:40:46	4627.46	3.23851E-010	-4.88081E-013	1.31428E-011	4.50232E-009	-1.96196E-013	-6.85871E-013	-6.41382E-013	
5665	21/08/2026	13:22:41:26	4628.26	3.23657E-010	-5.19594E-013	1.31632E-011	4.50432E-009	-1.90561E-013	-6.58622E-013	-6.60846E-013	
5666	21/08/2026	13:22:42:06	4629.06	3.2375E-010	-4.98647E-013	1.31261E-011	4.50359E-009	-1.73136E-013	-6.99774E-013	-6.72339E-013	
5667	21/08/2026	13:22:42:87	4629.87	3.23596E-010	-4.53231E-013	1.31595E-011	4.50287E-009	-2.078E-013	-6.81978E-013	-6.3508E-013	
5668	21/08/2026	13:22:43:67	4630.67	3.23833E-010	-5.02725E-013	1.31244E-011	4.5029E-009	-1.95286E-013	-6.99218E-013	-6.06718E-013	
5669	21/08/2026	13:22:44:47	4631.47	3.23861E-010	-4.78256E-013	1.31187E-011	4.50272E-009	-1.71626E-013	-6.59387E-013	-6.64739E-013	
5670	21/08/2026	13:22:45:27	4632.27	3.23909E-010	-4.74363E-013	1.31471E-011	4.50358E-009	-2.11879E-013	-7.00144E-013	-6.68261E-013	
5671	21/08/2026	13:22:46:07	4633.07	3.23768E-010	-5.31828E-013	1.31113E-011	4.50305E-009	-1.89078E-013	-6.8513E-013	-6.20435E-013	
5672	21/08/2026	13:22:46:88	4633.88	3.23768E-010	-4.86968E-013	1.3098E-011	4.50284E-009	-1.94376E-013	-6.77405E-013	-6.48055E-013	
5673	21/08/2026	13:22:47:69	4634.69	3.2375E-010	-4.93642E-013	1.31386E-011	4.50196E-009	-1.8746E-013	-6.36377E-013	-6.45275E-013	
5674	21/08/2026	13:22:48:48	4635.49	3.23842E-010	-5.14959E-013	1.31335E-011	4.50321E-009	-2.07662E-013	-7.20721E-013	-6.45275E-013	
5675	21/08/2026	13:22:49:28	4636.29	3.23824E-010	-4.73251E-013	1.31428E-011	4.50287E-009	-2.29866E-013	-6.82501E-013	-6.66036E-013	
5676	21/08/2026	13:22:50:09	4637.1	3.23824E-010	-5.03466E-013	1.30853E-011	4.50321E-009	-1.82E-013	-6.93657E-013	-6.5028E-013	
5677	21/08/2026	13:22:50:90	4637.91	3.24065E-010	-5.15516E-013	1.31224E-011	4.50432E-009	-2.04464E-013	-6.93286E-013	-6.46758E-013	
5678	21/08/2026	13:22:51:70	4638.71	3.23657E-010	-4.92529E-013	1.31207E-011	4.50325E-009	-2.09839E-013	-6.74193E-013	-6.89235E-013	
5679	21/08/2026	13:22:52:51	4639.52	3.23898E-010	-5.26082E-013	1.31168E-011	4.50323E-009	-2.43334E-013	-6.9273E-013	-6.8031E-013	
5680	21/08/2026	13:22:53:31	4640.32	3.23731E-010	-5.13847E-013	1.30835E-011	4.50321E-009	-1.93527E-013	-7.01071E-013	-7.03481E-013	
5681	21/08/2026	13:22:54:11	4641.12	3.23879E-010	-5.35721E-013	1.30772E-011	4.50247E-009	-2.1262E-013	-6.84388E-013	-7.02369E-013	
5682	21/08/2026	13:22:54:92	4641.93	3.23787E-010	-4.81407E-013	1.31113E-011	4.50396E-009	-1.7745E-013	-6.69188E-013	-6.69558E-013	
5683	21/08/2026	13:22:55:72	4642.73	3.23842E-010	-4.91788E-013	1.30686E-011	4.50228E-009	-1.98198E-013	-6.76232E-013	-6.43977E-013	
5684	21/08/2026	13:22:56:52	4643.53	3.23879E-010	-4.79924E-013	1.30895E-011	4.50413E-009	-1.90918E-013	-6.83229E-013	-6.68446E-013	
5685	21/08/2026	13:22:57:32	4644.33	3.23991E-010	-5.19038E-013	1.30816E-011	4.50359E-009	-1.75084E-013	-6.88466E-013	-6.59178E-013	
5686	21/08/2026	13:22:58:13	4645.14	3.23805E-010	-5.16628E-013	1.31149E-011	4.50356E-009	-1.91282E-013	-7.31472E-013	-6.84759E-013	
5687	21/08/2026	13:22:58:94	4645.95	3.23879E-010	-4.86598E-013	1.30792E-011	4.50451E-009	-2.06503E-013	-6.72339E-013	-6.42461E-013	
5688	21/08/2026	13:22:59:74	4646.75	3.23898E-010	-4.78998E-013	1.31037E-011	4.50488E-009	-1.99088E-013	-7.1516E-013	-6.68487E-013	
5689	21/08/2026	13:23:00:54	4647.55	3.23777E-010	-5.31828E-013	1.31113E-011	4.50308E-009	-1.69429E-013	-7.08301E-013	-6.56583E-013	
5690	21/08/2026	13:23:01:34	4648.35	3.23713E-010	-4.45631E-013	1.30556E-011	4.50318E-009	-1.9019E-013	-7.27209E-013	-6.56953E-013	
5691	21/08/2026	13:23:02:14	4649.15	3.23898E-010	-4.7047E-013	1.30927E-011	4.50284E-009	-2.25134E-013	-7.03481E-013	-6.60661E-013	
5692	21/08/2026	13:23:02:94	4649.95	3.23916E-010	-5.19964E-013	1.30565E-011	4.50414E-009	-2.08171E-013	-6.66407E-013	-6.53802E-013	
5693	21/08/2026	13:23:03:74	4650.75	3.23879E-010	-5.33496E-013	1.3089E-011	4.50451E-009	-1.87039E-013	-6.8513E-013	-6.5269E-013	
5694	21/08/2026	13:23:04:55	4651.56	3.23898E-010	-4.48782E-013	1.30797E-011	4.50432E-009	-1.88151E-013	-7.05891E-013	-6.89781E-013	
5695	21/08/2026	13:23:05:35	4652.36	3.23879E-010	-4.99388E-013	1.30742E-011	4.50376E-009	-2.22222E-013	-6.69744E-013	-6.61773E-013	
5696	21/08/2026	13:23:06:15	4653.16	3.24028E-010	-4.77515E-013	1.30735E-011	4.50165E-009	-2.11137E-013	-6.87354E-013	-6.54543E-013	
5697	21/08/2026	13:23:06:95	4653.96	3.23824E-010	-4.96978E-013	1.30668E-011	4.50451E-009	-2.05761E-013	-6.94769E-013	-6.49724E-013	
5698	21/08/2026	13:23:07:76	4654.77	3.23842E-010	-5.28306E-013	1.30835E-011	4.50469E-009	-2.09482E-013	-7.04593E-013	-6.60661E-013	
5699	21/08/2026	13:23:08:57	4655.58	3.23916E-010	-5.21633E-013	1.30767E-011	4.50488E-009	-2.09118E-013	-6.8791E-013	-6.28777E-013	
5700	21/08/2026	13:23:09:38	4656.39	3.23935E-010	-5.04949E-013	1.30427E-011	4.50562E-009	-1.98903E-013	-7.02369E-013	-6.42097E-013	
5701	21/08/2026	13:23:10:18	4657.19	3.23787E-010	-4.97349E-013	1.30395E-011	4.50413E-009	-1.90005E-013	-6.99774E-013	-6.84203E-013	
5702	21/08/2026	13:23:10:98	4657.99	3.23954E-010	-4.89008E-013	1.30853E-011	4.50358E-009	-1.79068E-013	-7.09784E-013	-6.63441E-013	
5703	21/08/2026	13:23:11:78	4658.79	3.23805E-010	-5.02354E-013	1.30612E-011	4.50359E-009	-1.88336E-013	-6.69744E-013	-6.41197E-013	
5704	21/08/2026	13:23:12:59	4659.6	3.23997E-010	-4.91603E-013	1.30501E-011	4.50378E-009	-1.94268E-013	-6.87539E-013	-6.76046E-013	
5705	21/08/2026	13:23:13:39	4660.39	3.23954E-010	-5.09398E-013	1.30376E-011	4.50525E-009	-2.24952E-013	-6.78086E-013	-6.38787E-013	
5706	21/08/2026	13:23:14:19	4661.19	3.23954E-010	-4.99574E-013	1.30278E-011	4.50359E-009	-2.0261E-013	-7.07189E-013	-6.33226E-013	
5707	21/08/2026	13:23:14:99	4661.99	3.23768E-010	-4.78812E-013	1.30512E-011	4.50432E-009	-2.24484E-013	-7.03296E-013	-6.86613E-013	
5708	21/08/2026	13:23:15:80	4662.8	3.24083E-010	-5.20706E-013	1.30413E-011	4.50488E-009	-1.58886E-013	-6.85871E-013	-6.67149E-013	
5709	21/08/2026	13:23:16:60	4663.6	3.23935E-010	-5.05411E-013	1.30319E-011	4.50376E-009	-1.94194E-013	-7.23872E-013	-6.50465E-013	
5710	21/08/2026	13:23:17:40	4664.4	3.23879E-010	-4.77885E-013	1.30223E-011	4.50375E-009	-2.1567E-013	-6.80681E-013	-6.70671E-013	
5711	21/08/2026	13:23:18:20	4665.2	3.23842E-010	-4.95495E-013	1.30334E-011	4.50307E-009	-2.27264E-013	-6.9514E-013	-6.58622E-013	
5712	21/08/2026	13:23:19:00	4666	3.24028E-010	-5.25526E-013	1.30816E-011	4.50488E-009	-1.90736E-013	-6.67334E-013	-6.64553E-013	
5713	21/08/2026	13:23:19:80	4666.8	3.24009E-010	-4.84744E-013	1.30019E-011	4.50323E-009	-1.66894E-013	-6.91247E-013	-6.61773E-013	
5714	21/08/2026	13:23:20:61	4667.61	3.23898E-010	-4.96052E-013	1.30221E-011	4.50359E-009	-1.74804E-013	-6.8031E-013	-6.63997E-013	
5715	21/08/2026	13:23:21:41	4668.41	3.23954E-010	-5.00315E-013	1.30186E-011	4.50488E-009	-2.10756E-013	-6.9273E-013	-6.37304E-013	
5716	21/08/2026	13:23:22:21	4669.21	3.23871E-010	-5.09028E-013	1.29871E-011	4.50376E-009	-1.7745E-013	-6.73451E-013	-6.58251E-013	
5717	21/08/2026	13:23:23:02	4670.02	3.23824E-010	-4.82334E-013	1.30148E-011	4.50432E-009	-2.078E-013	-7.03481E-013	-6.47685E-013	
5718	21/08/2026	13:23:23:83	4670.83	3.23833E-010	-5.17925E-013	1.30204E-011	4.50413E-009	-1.94922E-013	-6.94213E-013	-6.60661E-013	
5719	21/08/2026	13:23:24:63	4671.63	3.23954E-010	-4.99944E-013	1.30371E-011	4.50469E-009	-1.82182E-013	-6.98881E-013	-6.54173E-013	
5720	21/08/2026	13:23:25:43	4672.43	3.23768E-010	-5.14403E-013	1.3013E-011	4.50395E-009	-1.89462E-013	-6.81978E-013	-6.39714E-013	
5721	21/08/2026	13:23:26:24	4673.24	3.24046E-010	-4.9253E-013	1.30334E-011	4.50505E-009	-1.71444E-013	-7.01998E-013	-6.78271E-013	
5722	21/08/2026	13:23:27:04	4674.04	3.2375E-010	-5.14589E-013	1.29796E-011	4.50488E-009	-1.66894E-013	-7.1034E-013	-7.06447E-013	
5723	21/08/2026	13:23:27:84	4674.84	3.23879E-010	-4.99017E-013	1.30019E-011	4.5056E-009	-2.17854E-013	-6.95139E-013	-6.58066E-013	
5724	21/08/2026	13:23:28:65	4675.65	3.23898E-010	-4.71583E-013	1.29945E-011	4.50506E-009	-2.078E-013	-7.02554E-013	-6.59363E-013	
5725	21/08/2026	13:23:29:46	4676.46	3.23991E-010	-4.70656E-013	1.29852E-011	4.50469E-009	-1.52931E-013	-6.71412E-013	-6.70671E-013	
5726	21/08/2026	13:23:30:27	4677.27	3.23991E-010	-5.02169E-013	1.30166E-011	4.50488E-009	-2.11666E-013	-6.66407E-013	-6.7549E-013	
5727	21/08/2026	13:23:31:07	4678.07	3.23861E-010	-4.81778E-013	1.29839E-011	4.50415E-009	-1.90376E-013	-7.07559E-013	-6.59178E-013	
5728	21/08/2026	13:23:31:88	4678.88	3.23997E-010	-4.92344E-013	1.30112E-011	4.5045E-009	-2.2504E-013	-6.9792E-013	-6.62144E-013	
5729	21/08/2026	13:23:32:69	4679.69	3.23869E-010	-5.09755E-013	1.30056E-011	4.50506E-009	-1.98744E-013	-6.47499E-013	-6.6789E-013	
5730	21/08/2026	13:23:33:49	4680.49	3.23924E-010	-5.0291E-013	1.29889E-011	4.50396E-009	-1.84629E-013	-6.84321E-013	-6.50465E-013	
5731	21/08/2026	13:23:34:30	4681.3	3.24083E-010	-5.06618E-013	1.29722E-011	4.5045E-009	-1.72765E-013	-7.02554E-013	-6.73401E-013	
5732	21/08/2026	13:23:35:11	4682.11	3.24028E-010	-4.91047E-013	1.29675E-011	4.50469E-009	-2.03722E-013	-7.11452E-013	-6.60475E-013	
5733	21/08/2026	13:23:35:92	4682.92	3.24033E-010	-4.69544E-013	1.29871E-011	4.50469E-009	-2.01474E-013	-6.68261E-013	-6.66593E-013	
5734	21/08/2026	13:23:36:72	4683.72	3.24028E-010	-5.24784E-013	1.29621E-011	4.50469E-009	-2.2204E-013	-6.8791E-013	-6.46758E-013	
5735	21/08/2026	13:23:37:52	4684.52	3.23931E-010	-4.77144E-013	1.30075E-011	4.50397E-009	-1.8473E-013	-6.81978E-013	-6.22474E-013	
5736	21/08/2026	13:23:38:32	4685.32	3.23954E-010	-5.1533E-013	1.29796E-011	4.50488E-009	-2.1744E-013	-6.71041E-013	-6.74378E-013	
5737	21/08/2026	13:23:39:12	4686.12	3.23861E-010	-5.24043E-013	1.29741E-011	4.50523E-009	-1.90008E-013	-6.89949E-013	-6.88466E-013	
5738	21/08/2026	13:23:39:93	4686.93	3.23972E-010	-5.00871E-013	1.29675E-011	4.50469E-009	-1.91646E-013	-6.83461E-013	-6.68075E-013	
5739	21/08/2026	13:23:40:74	4687.74	3.24009E-010	-4.6769E-013	1.2937E-011	4.50469E-009	-2.00382E-013	-6.99403E-013	-6.34153E-013	
5740	21/08/2026	13:23:41:55	4688.55	3.23991E-010	-5.35906E-013	1.29685E-011	4.50562E-009	-1.89449E-013	-6.57509E-013	-6.20621E-013	
5741	21/08/2026	13:23:42:36	4689.36	3.24009E-010	-5.31643E-013	1.29548E-011	4.50691E-009	-2.05391E-013	-6.71763E-013	-6.34338E-013	
5742	21/08/2026	13:23:43:16	4690.16	3.23991E-010	-4.91603E-013	1.29348E-011	4.50505E-009	-2.14032E-013	-6.703E-013	-6.21733E-013	
5743	21/08/2026	13:23:43:96	4690.96	3.24008E-010	-4.75105E-013	1.29675E-011	4.5056E-009	-1.73082E-013	-6.99032E-013	-6.22289E-013	
5744	21/08/2026	13:23:44:76	4691.76	3.23861E-010	-4.9012E-013	1.29555E-011	4.5045E-009	-2.03658E-013	-6.59548E-013	-6.62514E-013	
5745	21/08/2026	13:23:45:57	4692.57	3.24083E-010	-5.08101E-013	1.29611E-011	4.50562E-009	-2.12435E-013	-6.76602E-013	-6.551E-013	
5746	21/08/2026	13:23:46:38	4693.38	3.24184E-010	-4.96608E-013	1.29778E-011	4.50562E-009	-1.9305E-013	-6.76495E-013	-6.74749E-013	
5747	21/08/2026	13:23:47:18	4694.18	3.23916E-010	-5.13476E-013	1.29407E-011	4.50488E-009	-1.71444E-013	-6.64553E-013	-6.43051E-013	
5748	21/08/2026	13:23:47:99	4694.99	3.23861E-010	-4.55641E-013	1.29463E-011	4.50469E-009	-2.0743E-013	-6.62329E-013	-6.49353E-013	
5749	21/08/2026	13:23:48:81	4695.81	3.23861E-010	-5.34979E-013	1.29493E-011	4.50654E-009	-2.03658E-013	-7.19423E-013	-6.5788E-013	
5750	21/08/2026	13:23:49:62	4696.62	3.24146E-010	-4.99944E-013	1.2924E-011	4.50654E-009	-1.90746E-013	-6.73822E-013	-6.63071E-013	
5751	21/08/2026	13:23:50:43	4697.43	3.24028E-010	-4.92159E-013	1.29348E-011	4.5062E-009	-2.19856E-013	-6.9032E-013	-6.73266E-013	
5752	21/08/2026	13:23:51:23	4698.24	3.24046E-010	-5.06803E-013	1.29426E-011	4.5071E-009	-2.11693E-013	-6.779E-013	-6.57695E-013	
5753	21/08/2026	13:23:52:03	4699.04	3.24028E-010	-4.91788E-013	1.29092E-011	4.50558E-009	-2.13122E-013	-6.36377E-013	-6.58066E-013	
5754	21/08/2026	13:23:52:84	4699.85	3.23935E-010	-4.84003E-013	1.29277E-011	4.50677E-009	-2.30958E-013	-6.99959E-013	-6.53246E-013	
5755	21/08/2026	13:23:53:65	4700.66	3.23916E-010	-5.44063E-013	1.29166E-011	4.50636E-009	-1.88522E-013	-7.03852E-013	-6.59734E-013	
5756	21/08/2026	13:23:54:45	4701.46	3.23824E-010	-5.07915E-013	1.28981E-011	4.50488E-009	-2.01838E-013	-7.06633E-013	-6.8031E-013	
5757	21/08/2026	13:23:55:25	4702.26	3.24083E-010	-5.14774E-013	1.29111E-011	4.50658E-009	-1.98161E-013	-6.61773E-013	-6.77529E-013	
5758	21/08/2026	13:23:56:05	4703.06	3.23879E-010	-5.08101E-013	1.28999E-011	4.50543E-009	-1.69429E-013	-6.74007E-013	-6.98153E-013	
5759	21/08/2026	13:23:56:86	4703.87	3.23898E-010	-5.05789E-013	1.29296E-011	4.50705E-009	-2.24042E-013	-6.95881E-013	-6.10054E-013	
5760	21/08/2026	13:23:57:67	4704.68	3.2396E-010	-5.0532E-013	1.29202E-011	4.50617E-009	-2.09098E-013	-6.9551E-013	-6.68261E-013	
5761	21/08/2026	13:23:58:47	4705.48	3.24088E-010	-5.21447E-013	1.28711E-011	4.50599E-009	-2.07298E-013	-7.09598E-013	-6.64739E-013	
5762	21/08/2026	13:23:59:27	4706.28	3.23898E-010	-4.99759E-013	1.28907E-011	4.5056E-009	-2.36162E-013	-6.85871E-013	-6.55285E-013	
5763	21/08/2026	13:24:00:07	4707.08	3.23916E-010	-5.23486E-013	1.28758E-011	4.50545E-009	-2.28562E-013	-7.33326E-013	-6.40826E-013	
5764	21/08/2026	13:24:00:89	4707.9	3.24157E-010	-5.06432E-013	1.28758E-011	4.50691E-009	-2.19492E-013	-6.76859E-013	-6.83647E-013	
5765	21/08/2026	13:24:01:70	4708.71	3.24046E-010	-5.23116E-013	1.28888E-011	4.5071E-009	-2.01474E-013	-6.93657E-013	-6.50836E-013	
5766	21/08/2026	13:24:02:50	4709.51	3.24015E-010	-5.10325E-013	1.28765E-011	4.50543E-009	-2.00756E-013	-6.96066E-013	-6.66222E-013	
5767	21/08/2026	13:24:03:31	4710.32	3.24213E-010	-5.0013E-013	1.28907E-011	4.50583E-009	-2.12991E-013	-6.75305E-013	-6.68075E-013	
5768	21/08/2026	13:24:04:11	4711.12	3.24028E-010	-4.90676E-013	1.28656E-011	4.50639E-009	-2.18181E-013	-6.97364E-013	-6.63812E-013	
5769	21/08/2026	13:24:04:91	4711.92	3.23991E-010	-4.89378E-013	1.29111E-011	4.50599E-009	-2.0566E-013	-7.10896E-013	-6.83091E-013	
5770	21/08/2026	13:24:05:72	4712.73	3.24083E-010	-4.97535E-013	1.28814E-011	4.5058E-009	-1.95286E-013	-6.90505E-013	-6.47685E-013	
5771	21/08/2026	13:24:06:52	4713.53	3.24139E-010	-5.31457E-013	1.29166E-011	4.50469E-009	-2.06317E-013	-6.9551E-013	-6.5788E-013	
5772	21/08/2026	13:24:07:33	4714.34	3.24083E-010	-5.19594E-013	1.2882E-011	4.50692E-009	-1.80736E-013	-6.85231E-013	-6.86057E-013	
5773	21/08/2026	13:24:08:14	4715.15	3.24088E-010	-5.20339E-013	1.28765E-011	4.50621E-009	-2.15957E-013	-7.04408E-013	-6.94583E-013	
5774	21/08/2026	13:24:08:95	4715.96	3.24083E-010	-5.04208E-013	1.28674E-011	4.50803E-009	-1.79068E-013	-7.07374E-013	-7.19794E-013	
