ASCII SAMPLE CYCLES :			21082026  zz20 monoliths 1st.mdc
DATE :	21/08/2026	TIME :	12:05:33
CONVERTED CYCLES :			9750
Number of stored cycles			9750
Printed start cycle			1
Printed end cycle			9750
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	14.13	min:	1.68131E-010	max:	3.40415E-010	
'0/1'	16.13	min:	-5.87995E-013	max:	9.41275E-011	
'0/2'	18.16	min:	2.43818E-012	max:	2.42057E-011	
'0/3'	28.19	min:	2.87695E-009	max:	4.88846E-009	
'0/4'	32.22	min:	-6.73765E-013	max:	1.83888E-013	
'0/5'	40.22	min:	-8.66422E-013	max:	-5.88922E-013	
'0/6'	44.28	min:	-9.21663E-013	max:	1.14578E-009	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	'0/4'	'0/5'	'0/6'	
5453	21/08/2026	13:19:50:68	4457.69	3.23768E-010	-5.14774E-013	1.38824E-011	4.50057E-009	-2.15124E-013	-6.66037E-013	-6.21733E-013	
5454	21/08/2026	13:19:51:48	4458.49	3.23713E-010	-4.86968E-013	1.38194E-011	4.49795E-009	-2.02795E-013	-6.92915E-013	-6.33411E-013	
5455	21/08/2026	13:19:52:28	4459.29	3.2362E-010	-4.7529E-013	1.38472E-011	4.49959E-009	-2.11848E-013	-7.06076E-013	-5.95966E-013	
5456	21/08/2026	13:19:53:08	4460.09	3.23805E-010	-5.18667E-013	1.38453E-011	4.49904E-009	-2.3783E-013	-6.93286E-013	-6.01157E-013	
5457	21/08/2026	13:19:53:89	4460.9	3.2362E-010	-5.03837E-013	1.37804E-011	4.50014E-009	-1.60531E-013	-7.01442E-013	-6.39714E-013	
5458	21/08/2026	13:19:54:69	4461.7	3.23694E-010	-4.99203E-013	1.38193E-011	4.49959E-009	-1.94454E-013	-6.79383E-013	-6.06347E-013	
5459	21/08/2026	13:19:55:49	4462.5	3.23657E-010	-5.10325E-013	1.37916E-011	4.49923E-009	-1.95832E-013	-7.03481E-013	-6.25255E-013	
5460	21/08/2026	13:19:56:29	4463.3	3.23676E-010	-4.99203E-013	1.37628E-011	4.50061E-009	-1.84629E-013	-6.68075E-013	-6.09498E-013	
5461	21/08/2026	13:19:57:09	4464.1	3.23787E-010	-4.79183E-013	1.38138E-011	4.49959E-009	-2.1744E-013	-6.93101E-013	-6.51015E-013	
5462	21/08/2026	13:19:57:89	4464.9	3.23542E-010	-5.12364E-013	1.38289E-011	4.49913E-009	-1.94824E-013	-6.95325E-013	-6.47685E-013	
5463	21/08/2026	13:19:58:70	4465.71	3.23777E-010	-4.89934E-013	1.38008E-011	4.50021E-009	-2.12064E-013	-6.93657E-013	-6.09498E-013	
5464	21/08/2026	13:19:59:50	4466.51	3.23638E-010	-4.82149E-013	1.38065E-011	4.50014E-009	-2.10025E-013	-6.84759E-013	-6.18582E-013	
5465	21/08/2026	13:20:00:32	4467.33	3.23824E-010	-4.95681E-013	1.37897E-011	4.50022E-009	-2.26226E-013	-6.62885E-013	-6.44904E-013	
5466	21/08/2026	13:20:01:12	4468.13	3.23676E-010	-4.78442E-013	1.37704E-011	4.50039E-009	-1.9565E-013	-6.99032E-013	-5.88737E-013	
5467	21/08/2026	13:20:01:93	4468.94	3.2375E-010	-4.98276E-013	1.37545E-011	4.50068E-009	-2.10396E-013	-6.89208E-013	-6.26081E-013	
5468	21/08/2026	13:20:02:74	4469.75	3.23777E-010	-4.83261E-013	1.37675E-011	4.50135E-009	-1.93466E-013	-6.93471E-013	-5.87995E-013	
5469	21/08/2026	13:20:03:54	4470.55	3.23657E-010	-5.25526E-013	1.38064E-011	4.50014E-009	-1.94824E-013	-6.73401E-013	-6.23957E-013	
5470	21/08/2026	13:20:04:35	4471.36	3.23805E-010	-5.00686E-013	1.37742E-011	4.50061E-009	-1.90554E-013	-6.84203E-013	-6.5547E-013	
5471	21/08/2026	13:20:05:16	4472.17	3.23805E-010	-5.0291E-013	1.3793E-011	4.50154E-009	-1.86668E-013	-6.62885E-013	-6.06903E-013	
5472	21/08/2026	13:20:05:96	4472.97	3.23787E-010	-4.91232E-013	1.37262E-011	4.50032E-009	-1.98161E-013	-7.15716E-013	-6.24884E-013	
5473	21/08/2026	13:20:06:77	4473.78	3.23731E-010	-4.88266E-013	1.3741E-011	4.50191E-009	-2.14474E-013	-6.68632E-013	-6.39158E-013	
5474	21/08/2026	13:20:07:57	4474.58	3.23787E-010	-4.80851E-013	1.37489E-011	4.5005E-009	-2.02795E-013	-6.92174E-013	-6.13762E-013	
5475	21/08/2026	13:20:08:37	4475.38	3.2375E-010	-5.33867E-013	1.37434E-011	4.50135E-009	-1.68131E-013	-6.88281E-013	-6.3508E-013	
5476	21/08/2026	13:20:09:17	4476.18	3.23787E-010	-4.83446E-013	1.37701E-011	4.50039E-009	-1.81636E-013	-6.82349E-013	-6.15245E-013	
5477	21/08/2026	13:20:09:98	4476.99	3.23898E-010	-4.88266E-013	1.37786E-011	4.50068E-009	-1.84444E-013	-6.58251E-013	-6.07459E-013	
5478	21/08/2026	13:20:10:79	4477.79	3.23768E-010	-4.63797E-013	1.37656E-011	4.50061E-009	-1.93648E-013	-6.61402E-013	-6.01898E-013	
5479	21/08/2026	13:20:11:59	4478.59	3.23824E-010	-5.08657E-013	1.37248E-011	4.50021E-009	-1.88188E-013	-6.94583E-013	-6.09869E-013	
5480	21/08/2026	13:20:12:39	4479.39	3.2375E-010	-5.25526E-013	1.37174E-011	4.50032E-009	-1.94454E-013	-6.56397E-013	-6.18767E-013	
5481	21/08/2026	13:20:13:20	4480.2	3.23842E-010	-5.05505E-013	1.36646E-011	4.50039E-009	-2.10396E-013	-7.2035E-013	-6.36748E-013	
5482	21/08/2026	13:20:14:01	4481.01	3.23657E-010	-5.03281E-013	1.37137E-011	4.50105E-009	-2.02239E-013	-6.68446E-013	-6.16172E-013	
5483	21/08/2026	13:20:14:82	4481.82	3.2375E-010	-5.05135E-013	1.37174E-011	4.49987E-009	-1.93898E-013	-6.84203E-013	-6.35636E-013	
5484	21/08/2026	13:20:15:62	4482.62	3.23701E-010	-4.61758E-013	1.36741E-011	4.50159E-009	-1.8746E-013	-6.8031E-013	-6.53431E-013	
5485	21/08/2026	13:20:16:43	4483.43	3.23712E-010	-5.04764E-013	1.37477E-011	4.50111E-009	-2.11508E-013	-6.81422E-013	-6.30445E-013	
5486	21/08/2026	13:20:17:23	4484.23	3.23694E-010	-5.10881E-013	1.36773E-011	4.50093E-009	-1.92971E-013	-6.82534E-013	-6.31558E-013	
5487	21/08/2026	13:20:18:03	4485.03	3.23824E-010	-4.96052E-013	1.37062E-011	4.4995E-009	-1.85556E-013	-6.97364E-013	-5.95039E-013	
5488	21/08/2026	13:20:18:84	4485.84	3.2378E-010	-4.96237E-013	1.36692E-011	4.50086E-009	-1.89263E-013	-6.67334E-013	-6.15059E-013	
5489	21/08/2026	13:20:19:65	4486.65	3.23879E-010	-5.07915E-013	1.37174E-011	4.50014E-009	-1.96924E-013	-6.97735E-013	-6.07645E-013	
5490	21/08/2026	13:20:20:46	4487.46	3.23861E-010	-5.07915E-013	1.36896E-011	4.50141E-009	-1.9747E-013	-6.88281E-013	-6.06162E-013	
5491	21/08/2026	13:20:21:26	4488.26	3.23676E-010	-5.1292E-013	1.37155E-011	4.50117E-009	-2.12805E-013	-6.64739E-013	-6.2303E-013	
5492	21/08/2026	13:20:22:06	4489.06	3.2362E-010	-5.27194E-013	1.36778E-011	4.49941E-009	-1.82034E-013	-7.09228E-013	-6.25353E-013	
5493	21/08/2026	13:20:22:86	4489.86	3.23657E-010	-5.03467E-013	1.36919E-011	4.50057E-009	-2.03112E-013	-6.64368E-013	-5.84844E-013	
5494	21/08/2026	13:20:23:66	4490.66	3.23694E-010	-4.88822E-013	1.36759E-011	4.50021E-009	-2.17069E-013	-6.90691E-013	-6.44163E-013	
5495	21/08/2026	13:20:24:47	4491.47	3.23657E-010	-4.84744E-013	1.36377E-011	4.50068E-009	-2.14659E-013	-7.11267E-013	-5.8262E-013	
5496	21/08/2026	13:20:25:28	4492.28	3.23657E-010	-5.3257E-013	1.36514E-011	4.50192E-009	-1.93527E-013	-6.93286E-013	-6.27479E-013	
5497	21/08/2026	13:20:26:09	4493.09	3.23694E-010	-4.60646E-013	1.36451E-011	4.5008E-009	-1.97234E-013	-6.60661E-013	-6.37119E-013	
5498	21/08/2026	13:20:26:90	4493.9	3.23657E-010	-4.96052E-013	1.36396E-011	4.50141E-009	-1.52004E-013	-6.80125E-013	-6.16913E-013	
5499	21/08/2026	13:20:27:71	4494.71	3.23942E-010	-5.22374E-013	1.36929E-011	4.50152E-009	-2.09482E-013	-6.76603E-013	-6.28221E-013	
5500	21/08/2026	13:20:28:51	4495.51	3.23861E-010	-5.08657E-013	1.36507E-011	4.502E-009	-2.04932E-013	-6.96623E-013	-6.25996E-013	
5501	21/08/2026	13:20:29:31	4496.31	3.23651E-010	-5.09213E-013	1.36433E-011	4.50039E-009	-2.10025E-013	-6.73266E-013	-6.3304E-013	
5502	21/08/2026	13:20:30:12	4497.12	3.23861E-010	-4.73807E-013	1.36637E-011	4.50068E-009	-1.75266E-013	-6.76232E-013	-5.90591E-013	
5503	21/08/2026	13:20:30:92	4497.92	3.23935E-010	-4.94569E-013	1.3621E-011	4.50099E-009	-1.6471E-013	-6.89393E-013	-6.3545E-013	
5504	21/08/2026	13:20:31:73	4498.73	3.23768E-010	-4.74734E-013	1.36637E-011	4.50098E-009	-1.9019E-013	-6.97179E-013	-5.96522E-013	
5505	21/08/2026	13:20:32:53	4499.53	3.23768E-010	-4.95496E-013	1.36247E-011	4.4995E-009	-2.1385E-013	-6.71227E-013	-6.15245E-013	
5506	21/08/2026	13:20:33:33	4500.33	3.23805E-010	-5.02725E-013	1.36191E-011	4.50057E-009	-1.77996E-013	-6.91247E-013	-6.19694E-013	
5507	21/08/2026	13:20:34:13	4501.13	3.23731E-010	-4.7529E-013	1.35966E-011	4.50111E-009	-2.02795E-013	-6.83276E-013	-6.72491E-013	
5508	21/08/2026	13:20:34:93	4501.93	3.23768E-010	-4.88637E-013	1.36173E-011	4.49987E-009	-2.11879E-013	-6.95696E-013	-6.45646E-013	
5509	21/08/2026	13:20:35:74	4502.74	3.23917E-010	-5.05691E-013	1.35784E-011	4.50054E-009	-1.74902E-013	-6.92544E-013	-6.38602E-013	
5510	21/08/2026	13:20:36:55	4503.55	3.23787E-010	-4.93456E-013	1.36401E-011	4.50154E-009	-1.98016E-013	-7.25726E-013	-6.60475E-013	
5511	21/08/2026	13:20:37:37	4504.37	3.23861E-010	-4.88081E-013	1.36136E-011	4.50141E-009	-2.00564E-013	-6.87169E-013	-6.10055E-013	
5512	21/08/2026	13:20:38:17	4505.17	3.23787E-010	-5.00315E-013	1.35932E-011	4.50174E-009	-1.91302E-013	-6.93657E-013	-6.52875E-013	
5513	21/08/2026	13:20:38:98	4505.98	3.23752E-010	-4.90676E-013	1.35691E-011	4.50123E-009	-1.9474E-013	-6.91247E-013	-6.42309E-013	
5514	21/08/2026	13:20:39:79	4506.79	3.2372E-010	-4.94569E-013	1.35858E-011	4.50159E-009	-1.88916E-013	-6.81978E-013	-6.22104E-013	
5515	21/08/2026	13:20:40:60	4507.6	3.23879E-010	-4.98276E-013	1.35951E-011	4.5025E-009	-2.20406E-013	-6.93239E-013	-6.35079E-013	
5516	21/08/2026	13:20:41:40	4508.4	3.24083E-010	-5.13291E-013	1.35765E-011	4.50164E-009	-2.14474E-013	-6.94027E-013	-6.04493E-013	
5517	21/08/2026	13:20:42:21	4509.21	3.23916E-010	-5.35721E-013	1.361E-011	4.5021E-009	-2.08913E-013	-7.14047E-013	-6.16913E-013	
5518	21/08/2026	13:20:43:01	4510.01	3.23805E-010	-5.10325E-013	1.35469E-011	4.50269E-009	-2.09469E-013	-6.78271E-013	-6.20991E-013	
5519	21/08/2026	13:20:43:81	4510.81	3.23851E-010	-5.03466E-013	1.35863E-011	4.50247E-009	-2.09098E-013	-7.01628E-013	-6.18211E-013	
5520	21/08/2026	13:20:44:61	4511.61	3.23694E-010	-5.19964E-013	1.35988E-011	4.50265E-009	-1.75175E-013	-6.74007E-013	-6.06162E-013	
5521	21/08/2026	13:20:45:42	4512.42	3.23824E-010	-5.0254E-013	1.35524E-011	4.50247E-009	-2.07662E-013	-6.89208E-013	-6.06718E-013	
5522	21/08/2026	13:20:46:23	4513.23	3.23742E-010	-4.86412E-013	1.35872E-011	4.50376E-009	-2.1262E-013	-7.09228E-013	-6.22104E-013	
5523	21/08/2026	13:20:47:03	4514.03	3.23898E-010	-4.88451E-013	1.35432E-011	4.50191E-009	-2.04386E-013	-7.04964E-013	-6.40085E-013	
5524	21/08/2026	13:20:47:82	4514.83	3.23787E-010	-5.44433E-013	1.35042E-011	4.50141E-009	-2.10938E-013	-6.83461E-013	-6.32484E-013	
5525	21/08/2026	13:20:48:62	4515.63	3.2375E-010	-5.17555E-013	1.35599E-011	4.50191E-009	-2.06317E-013	-6.69188E-013	-6.27109E-013	
5526	21/08/2026	13:20:49:43	4516.44	3.23824E-010	-5.11623E-013	1.35654E-011	4.50254E-009	-1.98926E-013	-7.0311E-013	-6.17655E-013	
5527	21/08/2026	13:20:50:23	4517.24	3.2375E-010	-4.96979E-013	1.35154E-011	4.50135E-009	-1.84912E-013	-6.87725E-013	-6.62885E-013	
5528	21/08/2026	13:20:51:03	4518.04	3.2372E-010	-5.09027E-013	1.3545E-011	4.50117E-009	-2.10028E-013	-7.23687E-013	-6.33411E-013	
5529	21/08/2026	13:20:51:84	4518.85	3.23676E-010	-5.32199E-013	1.34876E-011	4.50232E-009	-2.22815E-013	-7.05891E-013	-6.04493E-013	
5530	21/08/2026	13:20:52:65	4519.66	3.23879E-010	-4.93086E-013	1.3545E-011	4.50284E-009	-2.05947E-013	-6.44348E-013	-6.24884E-013	
5531	21/08/2026	13:20:53:46	4520.47	3.23713E-010	-4.83632E-013	1.35244E-011	4.50287E-009	-1.71468E-013	-6.71598E-013	-6.56026E-013	
5532	21/08/2026	13:20:54:26	4521.27	3.23898E-010	-5.07915E-013	1.35209E-011	4.50265E-009	-2.11322E-013	-7.2554E-013	-6.33411E-013	
5533	21/08/2026	13:20:55:06	4522.07	3.23713E-010	-5.02169E-013	1.35413E-011	4.50135E-009	-2.26044E-013	-6.93657E-013	-6.23587E-013	
5534	21/08/2026	13:20:55:86	4522.87	3.23669E-010	-5.0013E-013	1.35044E-011	4.50111E-009	-1.77632E-013	-6.73266E-013	-6.4268E-013	
5535	21/08/2026	13:20:56:66	4523.67	3.23796E-010	-4.92159E-013	1.34682E-011	4.50191E-009	-2.23496E-013	-7.17199E-013	-6.61773E-013	
5536	21/08/2026	13:20:57:47	4524.48	3.23916E-010	-5.08471E-013	1.35209E-011	4.50228E-009	-2.04649E-013	-6.9273E-013	-6.35265E-013	
5537	21/08/2026	13:20:58:28	4525.29	3.23731E-010	-4.76959E-013	1.34839E-011	4.50376E-009	-2.11879E-013	-6.80495E-013	-6.28777E-013	
5538	21/08/2026	13:20:59:09	4526.1	3.23954E-010	-5.13662E-013	1.35098E-011	4.50272E-009	-2.002E-013	-6.8031E-013	-5.99303E-013	
5539	21/08/2026	13:20:59:90	4526.91	3.23916E-010	-5.15145E-013	1.34826E-011	4.50395E-009	-1.54599E-013	-7.13121E-013	-6.29704E-013	
5540	21/08/2026	13:21:00:70	4527.71	3.23734E-010	-4.99388E-013	1.34764E-011	4.50284E-009	-1.98717E-013	-7.27023E-013	-6.36377E-013	
5541	21/08/2026	13:21:01:51	4528.52	3.23824E-010	-4.89217E-013	1.35098E-011	4.50343E-009	-1.98926E-013	-7.01442E-013	-6.73822E-013	
5542	21/08/2026	13:21:02:32	4529.33	3.23898E-010	-5.01057E-013	1.3469E-011	4.50254E-009	-2.20584E-013	-6.98153E-013	-6.42124E-013	
5543	21/08/2026	13:21:03:12	4530.13	3.23787E-010	-5.11993E-013	1.34394E-011	4.50228E-009	-2.05205E-013	-6.89393E-013	-6.3304E-013	
5544	21/08/2026	13:21:03:92	4530.93	3.23861E-010	-5.00871E-013	1.35061E-011	4.50196E-009	-2.16216E-013	-6.72154E-013	-6.36377E-013	
5545	21/08/2026	13:21:04:72	4531.73	3.23787E-010	-4.91417E-013	1.34512E-011	4.50254E-009	-1.89078E-013	-6.74749E-013	-6.11723E-013	
5546	21/08/2026	13:21:05:53	4532.54	3.23861E-010	-4.86968E-013	1.34921E-011	4.50268E-009	-1.96307E-013	-7.2035E-013	-6.44348E-013	
5547	21/08/2026	13:21:06:33	4533.34	3.23942E-010	-4.99018E-013	1.34571E-011	4.50177E-009	-2.11137E-013	-7.00701E-013	-6.45831E-013	
5548	21/08/2026	13:21:07:14	4534.15	3.23676E-010	-5.11623E-013	1.34569E-011	4.50272E-009	-1.94012E-013	-6.81607E-013	-6.44348E-013	
5549	21/08/2026	13:21:07:94	4534.95	3.23731E-010	-4.98647E-013	1.34412E-011	4.50214E-009	-2.02566E-013	-6.81793E-013	-6.41382E-013	
5550	21/08/2026	13:21:08:74	4535.75	3.2375E-010	-4.94569E-013	1.34826E-011	4.50093E-009	-2.02384E-013	-7.33697E-013	-6.56953E-013	
5551	21/08/2026	13:21:09:55	4536.56	3.23795E-010	-5.05876E-013	1.34431E-011	4.5021E-009	-2.11302E-013	-6.84573E-013	-6.3026E-013	
5552	21/08/2026	13:21:10:36	4537.37	3.2375E-010	-5.3294E-013	1.34727E-011	4.50214E-009	-1.84073E-013	-6.81422E-013	-6.12279E-013	
5553	21/08/2026	13:21:11:17	4538.18	3.23898E-010	-4.99944E-013	1.34523E-011	4.50337E-009	-2.13176E-013	-7.00883E-013	-6.21918E-013	
5554	21/08/2026	13:21:11:97	4538.97	3.23768E-010	-5.04579E-013	1.34468E-011	4.502E-009	-2.37692E-013	-6.58436E-013	-6.48982E-013	
5555	21/08/2026	13:21:12:78	4539.78	3.23898E-010	-5.03837E-013	1.34282E-011	4.5025E-009	-1.73082E-013	-7.03852E-013	-6.59548E-013	
5556	21/08/2026	13:21:13:58	4540.58	3.23713E-010	-4.89749E-013	1.34116E-011	4.50228E-009	-2.01127E-013	-6.84573E-013	-6.23772E-013	
5557	21/08/2026	13:21:14:38	4541.38	3.2375E-010	-4.88266E-013	1.34098E-011	4.50265E-009	-1.94376E-013	-7.11803E-013	-6.24143E-013	
5558	21/08/2026	13:21:15:18	4542.18	3.23906E-010	-4.76773E-013	1.34116E-011	4.5029E-009	-1.71839E-013	-6.81237E-013	-6.28035E-013	
5559	21/08/2026	13:21:15:99	4542.99	3.23778E-010	-5.36648E-013	1.34436E-011	4.50254E-009	-1.8382E-013	-6.99589E-013	-6.1543E-013	
5560	21/08/2026	13:21:16:80	4543.8	3.23861E-010	-5.0013E-013	1.34357E-011	4.50341E-009	-2.18923E-013	-6.72895E-013	-6.80495E-013	
5561	21/08/2026	13:21:17:60	4544.6	3.23583E-010	-5.09213E-013	1.34096E-011	4.50135E-009	-2.23186E-013	-7.2276E-013	-6.48055E-013	
5562	21/08/2026	13:21:18:41	4545.41	3.23824E-010	-5.19594E-013	1.34116E-011	4.50287E-009	-2.21889E-013	-6.703E-013	-6.26367E-013	
5563	21/08/2026	13:21:19:22	4546.22	3.23898E-010	-5.07359E-013	1.3406E-011	4.5025E-009	-2.09846E-013	-7.14418E-013	-6.72895E-013	
5564	21/08/2026	13:21:20:02	4547.02	3.2375E-010	-5.09755E-013	1.34153E-011	4.50228E-009	-2.02795E-013	-7.02925E-013	-6.60661E-013	
5565	21/08/2026	13:21:20:83	4547.83	3.23928E-010	-5.02354E-013	1.34357E-011	4.50228E-009	-1.82775E-013	-7.17384E-013	-6.56953E-013	
5566	21/08/2026	13:21:21:64	4548.64	3.23898E-010	-5.16257E-013	1.34097E-011	4.50268E-009	-2.15401E-013	-6.6029E-013	-6.53802E-013	
5567	21/08/2026	13:21:22:45	4549.45	3.23824E-010	-5.09769E-013	1.34523E-011	4.50343E-009	-2.002E-013	-7.01071E-013	-6.30816E-013	
5568	21/08/2026	13:21:23:26	4550.26	3.23954E-010	-5.16257E-013	1.34153E-011	4.50359E-009	-2.23186E-013	-6.85315E-013	-6.17284E-013	
5569	21/08/2026	13:21:24:06	4551.06	3.23879E-010	-5.16257E-013	1.3393E-011	4.50287E-009	-1.89449E-013	-7.11439E-013	-6.25255E-013	
5570	21/08/2026	13:21:24:86	4551.86	3.23676E-010	-5.31272E-013	1.33875E-011	4.50177E-009	-1.89098E-013	-7.16643E-013	-6.46943E-013	
5571	21/08/2026	13:21:25:67	4552.67	3.23916E-010	-4.79183E-013	1.33671E-011	4.50284E-009	-2.08171E-013	-6.68817E-013	-6.58841E-013	
5572	21/08/2026	13:21:26:48	4553.48	3.23879E-010	-5.06989E-013	1.33893E-011	4.50323E-009	-2.16327E-013	-7.13306E-013	-6.47685E-013	
5573	21/08/2026	13:21:27:29	4554.29	3.23731E-010	-4.96422E-013	1.33634E-011	4.5029E-009	-2.18181E-013	-7.16457E-013	-6.1784E-013	
5574	21/08/2026	13:21:28:10	4555.1	3.23942E-010	-5.15145E-013	1.3393E-011	4.50243E-009	-2.01127E-013	-6.71968E-013	-6.52875E-013	
5575	21/08/2026	13:21:28:91	4555.91	3.23842E-010	-5.2293E-013	1.33541E-011	4.50321E-009	-1.94083E-013	-6.93286E-013	-6.4509E-013	
5576	21/08/2026	13:21:29:71	4556.71	3.23824E-010	-4.88637E-013	1.33807E-011	4.50232E-009	-2.36533E-013	-6.91061E-013	-6.84388E-013	
5577	21/08/2026	13:21:30:52	4557.52	3.23824E-010	-5.26267E-013	1.33875E-011	4.50413E-009	-2.21147E-013	-6.9792E-013	-6.33597E-013	
5578	21/08/2026	13:21:31:32	4558.32	3.23713E-010	-5.42765E-013	1.33541E-011	4.50302E-009	-1.91673E-013	-6.82164E-013	-6.29704E-013	
5579	21/08/2026	13:21:32:12	4559.12	3.23694E-010	-5.44063E-013	1.33726E-011	4.50395E-009	-1.74619E-013	-7.33461E-013	-6.64483E-013	
5580	21/08/2026	13:21:32:92	4559.92	3.23676E-010	-5.03281E-013	1.33097E-011	4.50172E-009	-2.01498E-013	-7.00883E-013	-6.31359E-013	
5581	21/08/2026	13:21:33:72	4560.72	3.23805E-010	-4.76402E-013	1.33689E-011	4.50228E-009	-2.04464E-013	-6.91432E-013	-6.50095E-013	
5582	21/08/2026	13:21:34:53	4561.53	3.23861E-010	-4.98832E-013	1.33242E-011	4.50105E-009	-2.00942E-013	-6.86613E-013	-6.59734E-013	
5583	21/08/2026	13:21:35:33	4562.33	3.23657E-010	-4.92529E-013	1.33782E-011	4.50129E-009	-2.03351E-013	-6.58066E-013	-6.40826E-013	
5584	21/08/2026	13:21:36:14	4563.14	3.23805E-010	-4.8011E-013	1.33745E-011	4.50247E-009	-1.88893E-013	-7.13862E-013	-6.25996E-013	
5585	21/08/2026	13:21:36:94	4563.94	3.23861E-010	-5.25526E-013	1.3304E-011	4.5021E-009	-1.8018E-013	-6.74749E-013	-6.31743E-013	
5586	21/08/2026	13:21:37:75	4564.75	3.23842E-010	-4.95496E-013	1.33152E-011	4.50214E-009	-1.93342E-013	-6.87354E-013	-6.31187E-013	
5587	21/08/2026	13:21:38:55	4565.55	3.23879E-010	-4.87339E-013	1.33492E-011	4.502E-009	-2.08936E-013	-7.11638E-013	-6.45646E-013	
5588	21/08/2026	13:21:39:35	4566.35	3.23676E-010	-5.18852E-013	1.33448E-011	4.50147E-009	-2.05114E-013	-6.75767E-013	-6.44348E-013	
5589	21/08/2026	13:21:40:16	4567.16	3.23682E-010	-4.80666E-013	1.33541E-011	4.50164E-009	-1.79088E-013	-7.04964E-013	-6.26182E-013	
5590	21/08/2026	13:21:40:97	4567.97	3.23898E-010	-4.6769E-013	1.33059E-011	4.50308E-009	-1.86668E-013	-6.88871E-013	-6.20621E-013	
5591	21/08/2026	13:21:41:78	4568.78	3.23871E-010	-5.03652E-013	1.33263E-011	4.50341E-009	-2.13486E-013	-6.92359E-013	-6.36377E-013	
5592	21/08/2026	13:21:42:59	4569.59	3.23824E-010	-5.09954E-013	1.32874E-011	4.5025E-009	-1.88916E-013	-6.5269E-013	-6.63256E-013	
5593	21/08/2026	13:21:43:39	4570.39	3.23824E-010	-5.21262E-013	1.33152E-011	4.50164E-009	-2.01869E-013	-6.56953E-013	-6.62329E-013	
5594	21/08/2026	13:21:44:19	4571.19	3.23768E-010	-5.09769E-013	1.33059E-011	4.50268E-009	-2.08171E-013	-7.00701E-013	-6.66963E-013	
5595	21/08/2026	13:21:44:99	4571.99	3.23713E-010	-4.63056E-013	1.32744E-011	4.50172E-009	-2.09098E-013	-6.80125E-013	-6.11167E-013	
5596	21/08/2026	13:21:45:79	4572.79	3.23796E-010	-4.86042E-013	1.32799E-011	4.50287E-009	-2.12249E-013	-7.14603E-013	-6.52134E-013	
5597	21/08/2026	13:21:46:60	4573.6	3.23805E-010	-4.99203E-013	1.32596E-011	4.50302E-009	-1.8259E-013	-6.99959E-013	-6.43051E-013	
5598	21/08/2026	13:21:47:41	4574.41	3.24009E-010	-4.80666E-013	1.32818E-011	4.50432E-009	-2.08754E-013	-6.55285E-013	-6.2785E-013	
5599	21/08/2026	13:21:48:20	4575.21	3.23805E-010	-4.79158E-013	1.33022E-011	4.50236E-009	-2.17254E-013	-6.76417E-013	-6.45646E-013	
5600	21/08/2026	13:21:49:00	4576.01	3.23805E-010	-5.21262E-013	1.32892E-011	4.50224E-009	-1.88337E-013	-6.90505E-013	-6.66407E-013	
5601	21/08/2026	13:21:49:80	4576.81	3.23739E-010	-4.93456E-013	1.32892E-011	4.5029E-009	-1.83092E-013	-7.06633E-013	-6.26367E-013	
5602	21/08/2026	13:21:50:61	4577.62	3.23898E-010	-4.91417E-013	1.32892E-011	4.50356E-009	-2.0566E-013	-7.1553E-013	-6.15616E-013	
5603	21/08/2026	13:21:51:41	4578.42	3.23713E-010	-5.00315E-013	1.3337E-011	4.5024E-009	-1.90005E-013	-7.01071E-013	-6.2266E-013	
5604	21/08/2026	13:21:52:21	4579.22	3.2375E-010	-4.82519E-013	1.3317E-011	4.50272E-009	-1.78542E-013	-6.92174E-013	-6.1265E-013	
5605	21/08/2026	13:21:53:02	4580.03	3.23879E-010	-5.05876E-013	1.32818E-011	4.50214E-009	-2.03294E-013	-6.86798E-013	-6.53617E-013	
5606	21/08/2026	13:21:53:82	4580.83	3.23713E-010	-5.13291E-013	1.32762E-011	4.50214E-009	-1.88522E-013	-6.81793E-013	-6.38416E-013	
5607	21/08/2026	13:21:54:63	4581.64	3.23814E-010	-4.88822E-013	1.32969E-011	4.50232E-009	-2.2932E-013	-7.15716E-013	-6.38972E-013	
5608	21/08/2026	13:21:55:44	4582.45	3.23824E-010	-5.36833E-013	1.32799E-011	4.50287E-009	-2.37146E-013	-6.74311E-013	-6.69744E-013	
5609	21/08/2026	13:21:56:24	4583.25	3.23842E-010	-4.96422E-013	1.32874E-011	4.50307E-009	-2.02981E-013	-6.82534E-013	-6.19508E-013	
5610	21/08/2026	13:21:57:04	4584.05	3.23814E-010	-4.6287E-013	1.32725E-011	4.50172E-009	-1.73692E-013	-6.96623E-013	-6.48426E-013	
5611	21/08/2026	13:21:57:85	4584.86	3.23879E-010	-5.05876E-013	1.3254E-011	4.50302E-009	-2.23132E-013	-7.06632E-013	-6.23401E-013	
5612	21/08/2026	13:21:58:65	4585.66	3.23713E-010	-4.81222E-013	1.32806E-011	4.50268E-009	-1.94012E-013	-7.04408E-013	-6.60105E-013	
5613	21/08/2026	13:21:59:45	4586.46	3.23701E-010	-5.33311E-013	1.32577E-011	4.502E-009	-1.82728E-013	-7.07189E-013	-6.28221E-013	
